,0
20399,Juan Gabriel Vásquez
3890,Juan Gomez-Jurado
7617,Juan José Domenchina
21683,Juan José Saer
7613,Juan Larrea
18796,Juan Manuel Bonet
16488,Juan Marsé
10220,Juan Muñoz Martín
11142,Juan Pablo Bustamante
15730,Juan Ramón Alonso
18032,Juan Ramón Jiménez
19767,Juan Rodolfo Wilcock
3482,Juan Rulfo
4084,Juan Villoro
24828,Juan de Dios Garduño
7103,Juana Inés de la Cruz
1286,Juanjo Guarnido
26869,Judd Kahn
5232,Judd Winick
1858,Jude Davies
4793,Jude Deveraux
21801,Jude Gerald Lopez
18027,Jude Stephens
1455,Jude Watson
16289,Judi Chesshir
11989,Judi Hendricks
27124,Judi Kingry
14960,Judith Affleck
13977,Judith Allnatt
20683,Judith Ann Lawrence
12840,Judith Bishop
16284,Judith Bloom Fradin
19890,Judith Bond
16875,Judith Butler
19932,Judith Caseley
8932,Judith Flanders
15382,Judith Furedi
19082,Judith Gould
26115,Judith Hemschemeyer
24614,Judith Hermann
1348,Judith Holmes Clarke
21583,Judith Kerr
6362,Judith Kohl
20204,Judith Koll Healey
16742,Judith Krantz
22961,Judith L. Rapoport
22257,Judith Lewis Herman
8200,Judith Lukomski
13874,Judith Mackrell
15517,Judith Masefield
12518,Judith McCoy Miller
2704,Judith McNaught
5822,Judith Merkle Riley
9869,Judith Merril
11412,Judith Michael
918,Judith Reeves-Stevens
12449,Judith Rossell
23760,Judith S. Beck
7701,Judith Schalansky
9362,Judith Simmer-Brown
20706,Judith Stonehill
9106,Judith Terry
13897,Judith Thurman
7723,Judith Visser
28505,Judithe Little
24365,Judson Roberts
16012,Judson Rosengrant
24747,Judy  Kelly
23044,Judy A. Bernstein
15223,Judy Allen
16888,Judy Angelo
9123,Judy Blume
13523,Judy Blundell
8760,Judy Haar
16862,Judy Jones
26618,Judy Katschke
27999,Judy Leigh
10219,Judy Melinek
26135,Judy Pedersen
9850,Judy Schachner
3556,Juha Ahokas
11765,Juhani Jaskari
20012,Juhani Koskinen
25155,Juhani Peltonen
3992,Juilene Osborne-McKnight
11130,Jukka Parkkinen
3944,Jukka-Pekka Pajunen
9168,Juleen Brantingham
15071,Julek Heller
10857,Jules Barbey d'Aurevilly
2717,Jules Feiffer
22181,Jules Vallès
683,Jules Verne
9125,Juli Alexander
12265,Juli Zeh
27197,Julia  Kelly
28328,Julia  Phillips
10886,Julia  Stolfa
20277,Julia Albain
14230,Julia Alvarez
20093,Julia Antopol Hirsch
27829,Julia Baird
10626,Julia Briggs
3892,Julia Cameron
3715,Julia Child
6404,Julia Conway Bondanella
5698,Julia Crane
5405,Julia DeVillers
8119,Julia Denos
19773,Julia Donaldson
27409,Julia Drake
13747,Julia Durango
13539,Julia Eccleshare
27403,Julia Ember
11742,Julia Erickson
12436,Julia Glass
307,Julia Golding
7706,Julia Gregson
14046,Julia Harlow
3601,Julia Harris
27551,Julia Heaberlin
19387,Julia Kent
6219,Julia Legian
26694,Julia London
16708,Julia Lovell
7839,Julia Mills
14883,Julia Navarro
13880,Julia Osuna Aguilar
12371,Julia Press Simmons
11250,Julia Quinn
25985,Julia Rothman
28679,Julia Rutland
28106,Julia Sanches
14643,Julia Scheeres
5797,Julia Serano
10633,Julia Spencer-Fleming
27273,Julia Spiro
11722,Julia Stuart
8337,Julia Sudbury
6536,Julia Sweeney
8201,Julia Varela
5559,Julia Walther
2092,Julia Whelan
5752,Julian Barnes
16624,Julian Barratt
17859,Julian Cope
1843,Julian Darius
5299,Julian Fellowes
13538,Julian Harrison
8223,Julian Huxley
3357,Julian Lennon
24453,Julian May
14232,Julian North
18926,Julian Pencilliah
264,Julian Semilian
16950,Julian Symons
14703,Julian Thompson
13935,Juliana Barbassa
16662,Juliana Kolesova
17952,Juliana Neufeld
20850,Juliana Silva
4282,Juliana Spahr
25398,Juliana Stone
2218,Julianna Baggott
12390,Julianna Boyer
15914,Julianna Deering
20436,Julianna Keyes
13033,Julianna Morris
459,Julianne MacLean
4648,Julianne Snow
27364,Julie   Clark
13207,Julie   Murphy
10974,Julie  Hall
915,Julie  Morgan
23711,Julie A. Richman
11885,Julie Andrews Edwards
9269,Julie Anne
12336,Julie Anne Long
6731,Julie Anne Peters
24217,Julie B.  Campbell
19972,Julie Bergen
17899,Julie Berry
21761,Julie Bertagna
22360,Julie Burchill
20118,Julie Buxbaum
19461,Julie Clawson
25959,Julie Cohen
18983,Julie Cross
2931,Julie Garwood
16996,Julie Gregory
1639,Julie Halpern
17055,Julie Harris
17364,Julie Hearn
26980,Julie Hockley
6723,Julie Israel
3053,Julie James
1918,Julie Kagawa
17444,Julie Kenner
4546,Julie Klassen
24283,Julie Krantz
2260,Julie Lessman
8453,Julie Leuze
13561,Julie Maroh
21714,Julie McElwain
7494,Julie Miller
9288,Julie Myerson
9524,Julie Otsuka
19250,Julie Paul
19130,Julie Pec
19253,Julie Plec
1452,Julie Prestsater
3623,Julie Rawe
25979,Julie Reece Deaver
2841,Julie Rose
27072,Julie Rubenstein
20964,Julie Schumacher
19946,Julie Sussman
2122,Julie Vivas
28275,Julie Yip-Williams
25153,Julieanne Reeves
6358,Julien Gracq
21389,Julien Michel
24803,Juliet Barker
14856,Juliet Blackwell
2300,Juliet C. Obodo
8692,Juliet Dark
14268,Juliet E. McKenna
6330,Juliet Gael
25575,Juliet Madison
14262,Juliet Mahoney
1177,Juliet Marillier
23511,Juliet November
24127,Juliet Renny
7775,Juliet Winters Carpenter
6977,Julietta Hua
23553,Julietta Suzuki
16530,Juliette Morillot
13051,Juliette Wells
4028,Julio Cortázar
16495,Julio Murillo Llerda
17971,Julio Ortega
22391,Julio Ramón Ribeyro
2888,Julio Sierra
1472,Julius Van Daal
11069,Julián Ríos
3432,Juls Amor
21667,Juma
5683,Jun Cruz Reyes
74,Jun Mochizuki
2720,Jun'ichirō Tanizaki
28639,Junauda Petrus
12866,June Brigman
4143,June Bryan Belfie
12558,June Gray
17939,June Honma
27563,June Hur
6441,June Jordan
26606,June M. Pace
22384,June Rae Wood
20182,Jung Chang
9099,Jung-Hoo Moon
4062,Junichi Imura
20467,Junichi Matsuura
27223,Junji Ito
2049,Juno Dawson
27746,Juno Rushdan
181,Junot Díaz
20059,Jurek Becker
10572,Jurga Ivanauskaitė
5153,Jus Accardo
7168,Jussi Adler-Olsen
27230,Justin A. Reynolds
3140,Justin Achilli
3605,Justin Beltz
12203,Justin Bieber
1255,Justin Cronin
1389,Justin Evans
24712,Justin G. Longenecker
17533,Justin Gerard
24117,Justin Gifford
13068,Justin Halpern
4641,Justin Hunter
21296,Justin Kaplan
20777,Justin Kelly
12475,Justin Kemppainen
21596,Justin Mongosso
8509,Justin O'Brien
28185,Justin Olson
14748,Justin Richards
11078,Justin Richardson
24880,Justin Ridge
27806,Justin Scott
2001,Justin Somper
25342,Justin Steele
21981,Justin Torres
19820,Justin Villanueva
17100,Justina Chen
27528,Justina Ireland
12606,Justine Elyot
14167,Justine Graykin
4665,Justine Korman Fontes
16155,Justine Larbalestier
17394,Justine Lévy
12703,Justine Musk
24086,Justone Malone
22224,Justus R. Stone
267,Juu Ayakura
1889,Jón Kalman Stefánsson
11084,Jörg Guido Hülsmann
14901,Jörn Ingwersen
15932,Jørgen Engebretsen Moe
25880,Jørn Roeim
23016,Júlio Henriques
8553,Jürgen Habermas
9555,Jürgen Holdorf
3438,Jürgen Langowski
13680,Jürgen Osterhammel
26465,Jürgen Todenhöfer
22536,Jürgen Wolff
5881,K'wan
28470,K-Ming Chang
23685,K-lee Klein
22317,K.  Webster
16774,K. Alexandra Everist
10710,K. Anders Ericsson
19368,K. Ann Karlsson
23857,K. Bannerman
1178,K. Bromberg
27461,K. Chess
27518,K. Eason
7764,K. Elle Collier
5224,K. Eric Drexler
13576,K. Meador
24423,K. Rickus
21209,K. Rowe
4635,K. Trap Jones
6595,K.A. Applegate
27531,K.A. Doore
16904,K.A. Harrington
28386,K.A. Knight
16201,K.A. Kowalewska
12922,K.A. Linde
23663,K.A. Mitchell
7153,K.A. Poe
770,K.A. Robinson
10123,K.A. Tucker
7665,K.B. Miller
8631,K.C. Blaze
19517,K.C. Harry
11744,K.C. Hilton
10061,K.C. Lynn
22660,K.C. McKinnon
23655,K.C. Narayanan
28215,K.D.  Edwards
19045,K.D. Enos
2226,K.E.  Lane
17983,K.E. Ganshert
9893,K.E. Saxon
11431,K.E. Semmel
1723,K.F. Breene
10441,K.G. Campbell
20809,K.J.          Parker
10534,K.J. Bishop
28340,K.J. Charles
28499,K.J. Dell'Antonia
27444,K.J. Kruk
2492,K.J. Parker
8010,K.J. Taylor
17032,K.K. Allen
1615,K.L. Armstrong
9767,K.L. Brady
5096,K.L. Going
3101,K.L. Grayson
25287,K.L. Kerr
20418,K.L. Randis
28116,K.L. Slater
20769,K.M. Golland
1833,K.M. Grant
17503,K.M. Hodge
28759,K.M. Jackson
27537,K.M. Neuhold
10374,K.M. Peyton
442,K.M. Pohlkamp
21610,K.M. Rice
27725,K.M. Shea
27235,K.M. Szpara
11514,K.M. Walton
7959,K.M. Weiland
16931,K.N. Kukoyi
11417,K.N. Lee
21050,K.R. Bailey
17740,K.R. Thompson
2546,K.S.  Smith
17806,K.S. Haigwood
16565,K.S. Martin
27241,K.S. Villoso
19419,K.T. Davies
14176,K.T. Pinto
9711,KDI Publishers
23676,Ka Hancock
18086,Kaari
27442,Kacen Callender
18650,Kaci Hill
19539,Kade Boehme
4196,Kade Cook
2406,Kader Ay
16464,Kadir Nelson
18857,Kadmon
25467,Kady Cross
15350,Kafū Nagai
9238,Kage Baker
14188,Kahla McDonald
5702,Kahlen Aymes
691,Kahlil Gibran
9725,Kai Hermann
3780,Kai Meyer
23439,Kai Storm
2224,Kaie Golson
6566,Kaie Ilves-Hion
8130,Kaijamari Sivill
6373,Kailin Gow
9102,Kaira Rouda
18462,Kaisa Kattelus
9635,Kait Fennell
22972,Kait Nolan
24881,Kaite Mattila
19638,Kaitlin Bevis
26552,Kaitlin Stainbrook
27415,Kaitlin Ugolik Phillips
4111,Kaitlyn Davis
13260,Kaja Evert
22992,Kaja Foglio
25656,Kaje Harper
13142,Kalah Allen
23950,Kalamu ya Salaam
21297,Kalayna Price
13081,Kaleb Nation
2350,Kalev I. Sepp
28063,Kali Nicole Gross
12514,Kalle Lasn
23556,Kalle Salo
11808,Kallypso Masters
25670,Kaltoum Belhassan
27239,Kalynn  Bayron
3009,Kamal Ruhayyim
22894,Kamala Subramaniam
14281,Kamel Daoud
8388,Kameron Hurley
3869,Kami Garcia
13917,Kamil Hanafy
15279,Kamila Shamsie
19312,Kamo no Chōmei
23350,Kanako Damerum
6930,Kanarian Kindred
4437,Kanata Konami
27385,Kandi Steiner
7652,Kano
14208,Kanoko Sakurakouji (桜小路かのこ)
24626,Kao Kalia Yang
6560,Kao Ngo
25282,Kaori Ekuni
15257,Kaori Inoue
14983,Kaori Ozaki (尾崎かおり)
13730,Kaori Yuki
17608,Kaoru Bertrand
16187,Kaoru Mori
21443,Kaoru Tada
21499,Kapil Kumar Bhaskar
28560,Kara Barbieri
12211,Kara Taylor
12212,Kara Thomas
5304,Karan Bajaj
18206,Kareem Abdul-Jabbar
20924,Karel Hynek Mácha
6673,Karel Jaromír Erben
8772,Karel Josef Beneš
3480,Karel Čapek
4589,Karen      Rose
27210,Karen    Kelly
527,Karen   White
4115,Karen  Brooks
2821,Karen  Erickson
28725,Karen  Hamilton
17117,Karen  Lynch
21585,Karen  Mack
23610,Karen  White
12135,Karen Abbott
2782,Karen Amanda Hooper
8679,Karen Andreola
20205,Karen Ann Hopkins
3048,Karen Armstrong
26320,Karen Baney
15010,Karen Beaumont
10962,Karen Blixen
9731,Karen Blumenthal
11201,Karen Brennan
8251,Karen Chance
14633,Karen Connelly
8664,Karen Cushman
10426,Karen Darke
17803,Karen Dillon
22754,Karen Dowers
27552,Karen Dukess
16409,Karen E. Quinones Miller
19742,Karen Elizabeth Gordon
3366,Karen Engelmann
16854,Karen Fenech
11424,Karen Fortunati
21099,Karen Foxlee
4930,Karen Fuller
14661,Karen Gerwig
8941,Karen Gregory
7369,Karen Hancock
19589,Karen Harper
761,Karen Hawkins
5879,Karen Healey
19344,Karen Hesse
168,Karen Jean Matsko Hood
11198,Karen Joy Fowler
11350,Karen Kendall
27535,Karen Kilgariff
21349,Karen Kincy
1576,Karen Kingsbury
12015,Karen Kingston
10875,Karen Kondazian
265,Karen M. Fjeldheim
24121,Karen M. Gocsik
7655,Karen M. McManus
7510,Karen Mahoney
7818,Karen Maitland
24349,Karen Malouf
7422,Karen Marie Moning
7863,Karen McCombie
3303,Karen McGillicuddy
17291,Karen McQuestion
12187,Karen Meudell
2798,Karen Miller
14086,Karen O'Connell
21351,Karen Perkins
20821,Karen Quinn
14352,Karen Reinikka
4748,Karen Rinaldi
1376,Karen Robards
23549,Karen Roberts
1601,Karen Rock
24047,Karen Russell
28132,Karen Schneemann
27852,Karen Strong
24788,Karen Swan
10508,Karen Tei Yamashita
27200,Karen Thompson Walker
7941,Karen Tomlinson
698,Karen Traviss
23990,Karen Tyrrell
10150,Karen Vance Hammond
27162,Karen White
9534,Karen Winters Schwartz
6943,Karen Witemeyer
12137,Karen Wood
9367,Karen Wynn Fonstad
24914,Karen-Anne Stewart
4086,Karen-Susan Fessel
21743,KareyLyn Parker (K.S.R. Kingworth)
11470,Kari  Sutherland
10586,Kari Gregg
2719,Kari Jones
18148,Karim Chergui
18164,Karin Alvtegen
8354,Karin Andrae
2650,Karin Boye
25,Karin Fossum
7528,Karin Jonkers
17165,Karin Lowachee
1064,Karin Schuitemaker
3547,Karin Slaughter
22082,Karin Suzuragi
14741,Karin Tabke
27599,Karin Tanabe
2439,Karin Zomer
11230,Karin de Haas
2761,Karina Cooper
559,Karina Halle
10680,Karine Giébel
18052,Karl Bruckner
16810,Karl Edward Wagner
19271,Karl Jaspers
13226,Karl Kesel
25724,Karl Kwasny
22706,Karl L. Kruger
5301,Karl Marlantes
6494,Karl Marx
16193,Karl May
622,Karl Michael Armer
9804,Karl Moline
4022,Karl Ove Knausgård
3795,Karl Pilkington
24519,Karl Polanyi
3766,Karl Popper
24410,Karl Rove
5593,Karl Schroeder
26754,Karl Seglem
23362,Karl Shuker
27030,Karl Story
10265,Karl Weber
3132,Karl Wiggins
26323,Karl Yambert
26667,Karla Brandenburg
28385,Karla Cornejo Villavicencio
20725,Karla Koskinen
5408,Karla M. Nashar
27150,Karla Sorensen
6648,Karleen Bradford
24297,Karleen Koen
17043,Karlina Supelli
15638,Karly Kirkpatrick
27780,Karma Brown
5076,Karma Lingpa
20488,Karma Wilson
9396,Karole Cozzo
4201,Karolina Baset
20043,Karren Brady
26525,Karrine Steffans
18051,Karsonya Wise Whitehead
4998,Karsten Knight
2676,Kartik Iyengar
20078,Karuho Shiina
17483,Karuppan
16013,Karyn B. Purvis
5145,Karyn Henley
9865,Kasey Millstead
12689,Kasey Shoemaker
1149,Kashmira Sheth
11152,Kasie West
2444,Kasper Kombrink
1342,Kass Morgan
22624,Kassandra Lynn
28043,Kassandra Montag
10161,Kassie Schwan
2578,Kat  Kennedy
21233,Kat Carlton
27823,Kat Cho
28135,Kat Dennings
27795,Kat Dunn
14859,Kat Ellis
9151,Kat Falls
5669,Kat Kerr
28253,Kat Leyh
26895,Kat Madrid
21431,Kat Martin
17839,Kat Menschik
3043,Kat Richardson
22906,Katarina Andriopoulos
14608,Katarina Bivald
27019,Katarina Falk
5939,Katarina Ganslandt
11546,Katarina Wennstam
1993,Katarina von Bredow
12106,Katarzyna Mroczkowska-Brand
16203,Katarzyna Uznańska
24414,Katarína Karovičová
24226,Katarína Repatá
28122,Kate    Williams
28384,Kate   Murphy
23728,Kate  Gordon
2490,Kate  James
13581,Kate  Moore
7639,Kate  Stewart
25911,Kate A. Boorman
28685,Kate Alice Marshall
17507,Kate Allenton
28313,Kate Andersen Brower
4123,Kate Atkinson
28281,Kate Avery Ellison
27300,Kate Baer
25506,Kate Beaton
11191,Kate Bernheimer
24067,Kate Bohner
8854,Kate Bolick
9206,Kate Bornstein
2047,Kate Brady
23696,Kate Breslin
1226,Kate Brian
27062,Kate Brown
8070,Kate Bush
8882,Kate Cann
12540,Kate Carlisle
12251,Kate Cary
22954,Kate Chopin
20626,Kate Christensen
23048,Kate Constable
24901,Kate De Goldi
10440,Kate DiCamillo
14360,Kate Douglas
8810,Kate Douglas Wiggin
14843,Kate Egan
27766,Kate Elizabeth Russell
3348,Kate Elliott
26696,Kate Ellis
20889,Kate Evangelista
3492,Kate Forsyth
6027,Kate Furnivall
5946,Kate Genet
25543,Kate Gosselin
8698,Kate Grenville
16304,Kate Grey
1432,Kate Griffin
7220,Kate Harding
16918,Kate Hart
14380,Kate Hawkings
26142,Kate Holden
27572,Kate Hope Day
21400,Kate Humble
6998,Kate Huntington
19495,Kate Johnson
10269,Kate K.
13043,Kate Kasten
28101,Kate Kaufmann
14162,Kate Kaynak
5700,Kate Klise
1259,Kate L. Mary
5637,Kate Laurens
12870,Kate Leth
8004,Kate Lloyd
21432,Kate Locke
3681,Kate Long
28471,Kate Manne
18386,Kate Manning
16403,Kate McMullan
27001,Kate Messner
26466,Kate Milford
22074,Kate Millett
11381,Kate Milner
28509,Kate Moretti
17522,Kate Morgenroth
6782,Kate Morton
9486,Kate Mosse
25981,Kate Mulgrew
15553,Kate Nelligan
17446,Kate O'Hearn
22552,Kate O'Hegarty
13268,Kate O'Riordan
10525,Kate Perry
24514,Kate Petty
13617,Kate Pullinger
3084,Kate Quinn
7325,Kate Racculia
28190,Kate Reed Petty
27996,Kate Riordan
14839,Kate Rockland
21245,Kate Rooper
6453,Kate Rushin
13369,Kate Saunders
15042,Kate Seredy
16041,Kate Sherwood
27615,Kate Stayman-London
23307,Kate Sweeney
2064,Kate Thompson
7726,Kate Wetherhead
27757,Kate White
6635,Kate Wilhelm
6021,Kate William
22806,Kate Worth
8153,Katelan Janke
9035,Katelin LaMontagne
15668,Katelyn Anderson
22878,Kater Cheek
24505,Katerina Diamond
237,Katharina Hagena
23387,Katharina Hinderer
10210,Katharina Orgaß
12815,Katharina Volk
11012,Katharina Wilson
2693,Katharine Burdekin
24204,Katharine Holabird
6542,Katharine Kerr
7073,Katharine Lee Bates
3270,Katharine McGee
15476,Katharine Stewart
27493,Katharyn Blair
12178,Katherine Addison
3278,Katherine Allred
19146,Katherine Ann Meyer
10727,Katherine Anne MacLean
6163,Katherine Applegate
17799,Katherine Arden
22383,Katherine Ayres
7071,Katherine Bradley
27875,Katherine Center
8193,Katherine Coville
9309,Katherine Evans
20698,Katherine Ewell
28203,Katherine Forbes Riley
15855,Katherine Frank
20736,Katherine Govier
28047,Katherine Hall Page
20030,Katherine Hannigan
9840,Katherine Hayton
21385,Katherine Howell
24743,Katherine Kellgren
17891,Katherine Ketcham
19170,Katherine Kirkpatrick
984,Katherine Kurtz
7096,Katherine Mansfield
14855,Katherine Marsh
27447,Katherine May
7488,Katherine Neville
6509,Katherine Pancol
10983,Katherine Paterson
7101,Katherine Philips
5241,Katherine Reay
15624,Katherine Rundell
7439,Katherine S. Newman
9582,Katherine Silver
28155,Katherine St. John
24610,Katherine Streeter
808,Katherine V. Forrest
5171,Katherine Vass
11200,Katherine Vaz
24091,Katherine Woods
9337,Katheryn Ragle
27825,Kathi Appelt
6406,Kathi S. Barton
16491,Kathie DeNosky
27172,Kathie Lee Gifford
12382,Kathie Spitz
27416,Kathleen    West
27857,Kathleen  Barber
25940,Kathleen A. Boardman
3078,Kathleen Baldwin
23047,Kathleen Benner Duble
16889,Kathleen Brooks
17587,Kathleen Dean Moore
15386,Kathleen Duey
3310,Kathleen E. Woodiwiss
28394,Kathleen Early
22712,Kathleen Gati
16986,Kathleen Givens
26680,Kathleen Grissom
6023,Kathleen Long
5455,Kathleen March
25925,Kathleen McGowan
23611,Kathleen McInerney
24890,Kathleen Norris
613,Kathleen O'Neal Gear
21546,Kathleen Peacock
22534,Kathleen Ragan
18337,Kathleen Raine
4559,Kathleen Shoop
15794,Kathleen Tessaro
13667,Kathleen Thompson Norris
5686,Kathleen Van Cleve
6537,Kathleen Weise
4372,Kathleen Winter
23702,Katholische Bibelanstalt
11545,Kathrin Hutson
12377,Kathrin Weßling
15000,Kathrin Wolf
10352,Kathrine Kross
19478,Kathryn  James
19479,Kathryn Barker
18764,Kathryn Bergeron
27696,Kathryn Berla
2507,Kathryn Bonella
5499,Kathryn C. Kelly
23875,Kathryn Casey
11207,Kathryn Davis
7269,Kathryn Dun
24486,Kathryn Erskine
3341,Kathryn Harrison
21020,Kathryn Harvey
24132,Kathryn Huang Knight
14992,Kathryn Hughes
18381,Kathryn J. Atwood
7830,Kathryn Jackson
1521,Kathryn Lasky
8474,Kathryn Littlewood
14311,Kathryn McNeill Crane
7389,Kathryn Morgan Parry
13406,Kathryn Otoshi
7173,Kathryn Parise
28409,Kathryn Purdie
20576,Kathryn Reiss
6629,Kathryn Smith
8959,Kathryn Sparling
21215,Kathryn Stockett
26419,Kathryn Tanquary
14606,Kathryne Kennedy
16582,Kathy Acker
9667,Kathy Coopmans
3683,Kathy DiFiore
27040,Kathy Goodhew
19214,Kathy Griffin
17841,Kathy Hepinstall
25063,Kathy Herman
22095,Kathy Jackson
21478,Kathy Jean Bagley
19996,Kathy Kacer
24978,Kathy Kinney
3401,Kathy MacKel
2319,Kathy Reichs
18063,Kathy Stinson
2722,Kathy T. Kale
22537,Kathy Tyers
13817,Kathy-Diane Leveille
26095,Katia Fox
2424,Katia Hoppenbrouwers
26681,Katia Lief
26040,Katie   Davis
28806,Katie  Mack
8418,Katie  Ray
25379,Katie  Ward
8977,Katie Alender
4779,Katie Ashley
11560,Katie Chase
27389,Katie Cicatelli-Kuc
10213,Katie Cotugno
391,Katie Coyle
13981,Katie Cross
20376,Katie Doyce
13647,Katie Fforde
422,Katie Finn
8584,Katie Flynn
18039,Katie French
17984,Katie Ganshert
13831,Katie Hafner
27704,Katie Henry
16734,Katie Hess
12517,Katie Hims
23154,Katie J. Davis
8417,Katie Kacvinsky
11377,Katie Klein
4585,Katie Lee O'Guinn
9792,Katie Louise Shattock
27402,Katie Lowe
2410,Katie MacAlister
8634,Katie McGarry
24839,Katie McKy
9984,Katie Oliver
1216,Katie Price
15869,Katie Reus
8092,Katie Roiphe
21109,Katie Salen
12877,Katie Shanahan
27166,Katie Sise
709,Katina Pittman
16282,Katja Millay
5814,Katjana May
8791,Katlin Murray
11733,Katriina Savolainen
6228,Katriina Viljamaa-Rissanen
4720,Katrin Harlaß
18092,Katrin Saali Saul
28734,Katrin Schumann
10666,Katrina C. Attwood
26557,Katrina Goldsaito
13827,Katrina Gurl
8269,Katrina Kenison
11441,Katrina Kittle
27588,Katrina Leno
2728,Katrina Rasbold
27741,Katrine Engberg
26758,Katrine Sele
7005,Katsuhiro Otomo
12170,Katsura Hoshino
25887,Katy Cannon
5279,Katy Evans
24078,Katy Gardner
21008,Katy Haye
697,Katy Regnery
27570,Katya Zamolodchikova
3495,Kaushal Jha
14521,Kavita Kané
28325,Kawai Strong Washburn
14800,Kay Arthur
21751,Kay Bratt
12121,Kay Cassidy
13969,Kay Dee
19,Kay Hooper
19349,Kay Lynn Mangum
25106,Kay Nielsen
14948,Kay Redfield Jamison
3798,Kay Ryan
23146,Kay Thompson
27562,KayLynn Flanders
25973,Kaycee Browning
4558,Kaye Gibbons
18201,Kaye Michelle
8028,Kayla Bashe
12862,Kayla Cagan
16564,Kayla Krantz
23974,Kayla Perrin
25545,Kayla Rae Whitaker
27900,Kayla Whaley
12829,Kaylea Cross
420,Kaylee Ryan
5685,Kayleen Reusser
27193,Kayley Loring
22803,Kaylynn Sullivan Twotrees
6343,Kaza Kingsley
5514,Kazu Kibuishi
2932,Kazue Kato
17808,Kazuki Takahashi
15706,Kazuko Furumiya
18881,Kazuma Kamachi
4252,Kazuma Kondou
26094,Kazuma Obara
20266,Kazunari Kakei
20509,Kazune Kawahara
8169,Kazuo Ishiguro
24477,Kazuo Koike
8475,Kazuya Minekura
15606,Keamy May Loken
6273,Keary Taylor
27503,Keena Roberts
9938,Kei Acedera
16327,Kei Ohishi
1664,Keigo Higashino
28129,Keiichirō Hirano
16259,Keiji Nakazawa
9212,Keion Alexis
5970,Keira Andrews
26526,Keira Michelle Telford
17829,Keith     Taylor
13141,Keith  Baker
13321,Keith  Houghton
22474,Keith Akin
7722,Keith Bosley
10908,Keith Boykin
26111,Keith Busby
28349,Keith Calabrese
11462,Keith Carabine
3802,Keith Dromm
19925,Keith Ferrazzi
1633,Keith Giffen
11694,Keith Gray
5470,Keith Hale
24973,Keith Kekic
3967,Keith Laumer
21073,Keith Lowe
23248,Keith Page
5191,Keith R.A. DeCandido
651,Keith Roberts
8009,Keith Skinner
14470,Keith Thompson
15602,Keith Waterhouse
25716,Keith Zimmerman
18740,Kele Moon
21395,Kelle J. Brown
4164,Kelley Armstrong
25374,Kelley Frodel
9349,Kelley Jones
26029,Kelley St. John
16574,Kelley York
8171,Kelli Ireland
27363,Kelli Jo Ford
17633,Kelli McCracken
11208,Kellie Wells
24752,Kelly   Jones
7906,Kelly   Moore
10244,Kelly  Moore
9508,Kelly Armenta
16837,Kelly Barnhill
24322,Kelly Bedford
18118,Kelly Bingham
22934,Kelly Braffet
18687,Kelly Corrigan
11050,Kelly Creagh
25332,Kelly Crigger
19809,Kelly D. Smith
11690,Kelly Easton
23867,Kelly Edwards
8487,Kelly Elliott
21394,Kelly Favor
12796,Kelly Gay
21459,Kelly Hale
27383,Kelly Harms
7657,Kelly Harper
16351,Kelly Hunter
19386,Kelly Keaton
3931,Kelly Link
26537,Kelly Luce
16660,Kelly McClymer
22994,Kelly McGonigal
27915,Kelly McWilliams
14398,Kelly Meding
9566,Kelly Oram
27854,Kelly Quindlen
27255,Kelly Rimmer
16279,Kelly Sheehy DeGroot
8856,Kelly St. Clare
8522,Kelly Stevenson
4352,Kelly Sue DeConnick
9034,Kelly Terwilliger
12864,Kelly Thompson
2483,Kelly Williams Brown
27530,Kelly Yang
8746,Kelsey Browning
27520,Kelsey Rae Dimberg
9140,Kelsey Sutton
10344,Kemal Tahir
6863,Kemp Powers
21272,Ken Abraham
20599,Ken Akamatsu
21486,Ken Annakin
2101,Ken Bruen
1818,Ken Burns
25927,Ken Conca
17923,Ken Cuthbertson
7778,Ken Follett
10753,Ken Gire
16229,Ken Grimwood
17846,Ken Ham
10546,Ken Hurwitz
9664,Ken Kesey
23477,Ken Keyes Jr.
19532,Ken Landgraf
17566,Ken Lashley
26679,Ken Ledeen
5891,Ken Liu
17414,Ken Ludwig
4654,Ken MacGregor
4456,Ken Macrae
20678,Ken McCullough
26658,Ken McKeon
25653,Ken Mooney
2352,Ken Robinson
26399,Ken Scholes
18546,Ken Searle
10536,Ken Sheffer
23310,Ken Wignall
23200,Ken Wilber
28052,Kenard Pak
12817,Kendall H. Brown
14112,Kendall Kulper
11057,Kendall McKenna
3032,Kendall Ryan
9924,Kendare Blake
1042,Kendi Oiwa
28494,Kendra Adachi
9577,Kendra Elliot
22950,Kendra Little
17965,Kendra Olson
18158,Kendrick Woodson
11589,Keneth Kinnamon
10670,Keneva Kunz
17027,Kenichiro Yagi
12113,Kenichirou Takaki
9688,Kenji Kuroda
22278,Kenji Miyazawa
25556,Kenji Tsuruta
18968,Kenn Kaufman
25011,Kennedy Ryan
1700,Kenneth   White
21662,Kenneth Atchity
14045,Kenneth Bellard
3878,Kenneth Bøgh Andersen
23461,Kenneth C. Haugk
26396,Kenneth C. Johnson
20901,Kenneth Cain
4306,Kenneth Cook
12322,Kenneth D. Wald
26003,Kenneth D. Woods
11407,Kenneth E. Morris
6759,Kenneth Eade
11866,Kenneth G. Henshall
5339,Kenneth Grahame
8221,Kenneth Grant
